last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff
Rogers, Taylor,573124,2019,278,171,.225,.207,.018,.353,.348,.005,.266,.258,.008,2.61,2.88,-0.27
Gonzalez, Chi Chi,592346,2019,278,198,.246,.269,-.023,.446,.448,-.002,.334,.349,-.015,5.29,5.51,-0.22
Gsellman, Robert,607229,2019,278,188,.261,.239,.022,.429,.355,.074,.326,.294,.032,4.66,3.78,0.88
Garcia, Luis,472610,2019,278,183,.257,.269,-.012,.443,.450,-.007,.342,.349,-.007,4.35,5.51,-1.16
Soria, Joakim,465657,2019,278,176,.202,.219,-.017,.341,.392,-.051,.261,.288,-.027,4.30,3.61,0.69
Baez, Pedro,520980,2019,276,180,.174,.188,-.014,.287,.307,-.020,.239,.252,-.013,3.10,2.75,0.35
Soto, Gregory,642397,2019,276,198,.308,.298,.010,.496,.502,-.006,.372,.375,-.003,5.77,6.53,-0.76
Neris, Hector,593576,2019,275,156,.186,.199,-.013,.339,.341,-.002,.265,.275,-.010,2.93,3.28,-0.35
Familia, Jeurys,544727,2019,274,166,.274,.247,.027,.438,.393,.045,.356,.330,.026,5.70,4.86,0.84
Osich, Josh,592612,2019,272,196,.242,.253,-.011,.469,.450,.019,.311,.311,.000,4.66,4.26,0.40
Armstrong, Shawn,542888,2019,271,175,.282,.259,.023,.449,.452,-.003,.347,.343,.004,5.74,5.30,0.44
Trivino, Lou,642152,2019,269,178,.265,.230,.035,.426,.343,.083,.333,.296,.037,5.25,3.83,1.42
Gant, John,607231,2019,269,175,.217,.233,-.016,.323,.326,-.003,.283,.292,-.009,3.66,3.72,-0.06
McCarthy, Kevin,641838,2019,268,207,.285,.281,.004,.414,.412,.002,.315,.316,-.001,4.48,4.41,0.07
Claudio, Alex,592222,2019,267,192,.246,.243,.003,.422,.358,.064,.318,.305,.013,4.06,4.08,-0.02
Pagan, Emilio,641941,2019,267,157,.179,.174,.005,.369,.303,.066,.245,.221,.024,2.31,2.12,0.19
Cishek, Steve,518553,2019,267,174,.210,.228,-.018,.328,.370,-.042,.285,.313,-.028,2.95,4.32,-1.37
Treinen, Blake,595014,2019,266,169,.257,.252,.005,.416,.416,.000,.336,.334,.002,4.91,4.99,-0.08
Harvey, Matt,518774,2019,266,195,.275,.307,-.032,.528,.543,-.015,.368,.390,-.022,7.09,7.18,-0.09
May, Trevor,543507,2019,266,158,.184,.202,-.018,.316,.364,-.048,.256,.284,-.028,2.94,3.51,-0.57
James, Josh,657624,2019,266,127,.203,.171,.032,.374,.286,.088,.304,.263,.041,4.70,2.99,1.71
Kennedy, Ian,453178,2019,266,175,.261,.225,.036,.363,.370,-.007,.291,.277,.014,3.41,3.33,0.08
Anderson, Nick,623433,2019,264,134,.214,.197,.017,.374,.358,.016,.269,.259,.010,3.32,2.90,0.42
Bummer, Aaron,607481,2019,263,175,.184,.206,-.022,.252,.281,-.029,.235,.256,-.021,2.13,2.83,-0.70
Jansen, Kenley,445276,2019,263,163,.213,.211,.002,.383,.345,.038,.277,.266,.011,3.71,3.06,0.65
Margevicius, Nick,676606,2019,263,199,.307,.294,.013,.546,.504,.042,.379,.362,.017,6.79,6.00,0.79
Stephenson, Robert,596112,2019,262,156,.182,.194,-.012,.377,.311,.066,.262,.250,.012,3.76,2.70,1.06
Doolittle, Sean,448281,2019,260,177,.260,.236,.024,.463,.450,.013,.321,.305,.016,4.05,4.08,-0.03
Ryan, Kyle,594986,2019,260,171,.243,.241,.002,.341,.347,-.006,.292,.297,-.005,3.54,3.86,-0.32
Weaver, Luke,596133,2019,260,174,.227,.253,-.026,.368,.424,-.056,.274,.306,-.032,2.94,4.11,-1.17
Givens, Mychal,571710,2019,260,146,.213,.220,-.007,.426,.415,.011,.303,.303,.000,4.57,4.03,0.54
Mengden, Daniel,596043,2019,260,191,.254,.263,-.009,.422,.437,-.015,.322,.331,-.009,4.83,4.89,-0.06
Kingham, Nick,592468,2019,259,188,.341,.285,.056,.598,.498,.100,.416,.357,.059,7.28,5.81,1.47
VerHagen, Drew,572403,2019,258,180,.304,.264,.040,.504,.427,.077,.370,.330,.040,5.90,4.86,1.04
Bedrosian, Cam,592135,2019,258,169,.207,.229,-.022,.336,.383,-.047,.270,.301,-.031,3.23,3.97,-0.74
Albers, Matt,458006,2019,258,169,.239,.237,.002,.396,.383,.013,.311,.309,.002,5.13,4.20,0.93
Rondon, Hector,444468,2019,257,185,.242,.230,.012,.442,.391,.051,.319,.298,.021,3.71,3.89,-0.18
Smith, Will,519293,2019,257,140,.196,.207,-.011,.357,.349,.008,.261,.265,-.004,2.76,3.04,-0.28
Jimenez, Joe,641729,2019,257,148,.243,.215,.028,.474,.412,.062,.334,.303,.031,4.37,4.03,0.34
Alvarez, Jose,501625,2019,255,185,.284,.261,.023,.431,.404,.027,.319,.303,.016,3.36,4.03,-0.67
Parker, Blake,453284,2019,255,165,.235,.271,-.036,.438,.482,-.044,.315,.349,-.034,4.55,5.51,-0.96
Fry, Paul,643316,2019,255,165,.247,.241,.006,.402,.364,.038,.326,.314,.012,5.34,4.35,0.99
Buchholz, Clay,453329,2019,254,197,.306,.299,.007,.566,.556,.010,.378,.376,.002,6.56,6.57,-0.01
Diaz, Edwin,621242,2019,254,129,.258,.207,.051,.502,.366,.136,.344,.277,.067,5.59,3.33,2.26
Osuna, Roberto,532077,2019,253,166,.190,.209,-.019,.321,.354,-.033,.237,.257,-.020,2.63,2.86,-0.23
Greene, Shane,572888,2019,252,168,.200,.239,-.039,.335,.421,-.086,.257,.307,-.050,2.30,4.14,-1.84
Brewer, Colten,605155,2019,252,165,.277,.257,.020,.427,.382,.045,.344,.327,.017,4.12,4.76,-0.64
Fry, Jace,605240,2019,251,137,.218,.234,-.016,.371,.377,-.006,.321,.330,-.009,4.75,4.86,-0.11
Erlin, Robbie,572362,2019,251,183,.312,.285,.027,.437,.452,-.015,.336,.332,.004,5.37,4.92,0.45
McFarland, T.J.,519008,2019,250,194,.316,.313,.003,.471,.488,-.017,.350,.356,-.006,4.82,5.77,-0.95
Dyson, Sam,473879,2019,249,178,.230,.244,-.014,.357,.380,-.023,.274,.288,-.014,3.32,3.61,-0.29
Colome, Alex,517008,2019,249,170,.191,.244,-.053,.350,.446,-.096,.261,.327,-.066,2.80,4.76,-1.96
Romo, Sergio,489265,2019,249,170,.221,.214,.007,.372,.374,-.002,.271,.273,-.002,3.43,3.23,0.20
Kahnle, Tommy,592454,2019,248,138,.200,.201,-.001,.364,.332,.032,.272,.262,.010,3.67,2.97,0.70
Garcia, Yimi,554340,2019,247,161,.178,.183,-.005,.427,.364,.063,.276,.257,.019,3.61,2.86,0.75
Velazquez, Hector,584171,2019,247,167,.274,.264,.010,.458,.455,.003,.348,.344,.004,5.43,5.33,0.10
Garrett, Amir,607237,2019,246,129,.213,.204,.009,.357,.315,.042,.307,.291,.016,3.21,3.69,-0.48
Lopez, Yoan,661255,2019,246,187,.232,.304,-.072,.446,.541,-.095,.298,.370,-.072,3.41,6.32,-2.91
Swanson, Erik,657024,2019,245,179,.243,.265,-.022,.517,.517,.000,.328,.343,-.015,5.74,5.30,0.44
Moronta, Reyes,606625,2019,245,140,.197,.197,.000,.298,.356,-.058,.274,.296,-.022,2.86,3.83,-0.97
Diaz, Jairo,545064,2019,245,161,.251,.235,.016,.430,.367,.063,.315,.292,.023,4.53,3.72,0.81
Eickhoff, Jerad,595191,2019,245,174,.261,.253,.008,.563,.531,.032,.364,.348,.016,5.71,5.48,0.23
Britton, Zack,502154,2019,244,159,.182,.199,-.017,.254,.294,-.040,.247,.273,-.026,1.91,3.23,-1.32
Cimber, Adam,643256,2019,244,180,.257,.254,.003,.394,.388,.006,.307,.306,.001,4.45,4.11,0.34
Yates, Kirby,489446,2019,243,122,.186,.171,.015,.262,.259,.003,.228,.224,.004,1.19,2.18,-0.99
Hill, Rich,448179,2019,242,148,.223,.213,.010,.395,.335,.060,.292,.269,.023,2.45,3.14,-0.69
Brach, Brad,542960,2019,242,150,.278,.258,.020,.405,.375,.030,.332,.318,.014,5.47,4.47,1.00
Hand, Brad,543272,2019,242,136,.242,.227,.015,.384,.383,.001,.292,.285,.007,3.30,3.54,-0.24
Gearrin, Cory,518715,2019,241,165,.261,.258,.003,.384,.406,-.022,.318,.326,-.008,4.07,4.73,-0.66
Brasier, Ryan,518489,2019,241,156,.238,.261,-.023,.411,.467,-.056,.306,.338,-.032,4.85,5.12,-0.27
Clippard, Tyler,461325,2019,241,155,.176,.186,-.010,.356,.353,.003,.260,.264,-.004,2.90,3.02,-0.12
Holmes, Clay,605280,2019,240,138,.232,.233,-.001,.366,.367,-.001,.332,.332,.000,5.58,4.92,0.66
Feliz, Michael,593140,2019,239,137,.212,.205,.007,.413,.379,.034,.306,.295,.011,3.99,3.80,0.19
Duffey, Tyler,608648,2019,238,138,.202,.203,-.001,.339,.354,-.015,.254,.260,-.006,2.50,2.93,-0.43
Miller, Andrew,453192,2019,236,131,.225,.213,.012,.400,.376,.024,.320,.308,.012,4.45,4.17,0.28
Straily, Dan,573185,2019,236,179,.349,.339,.010,.746,.719,.027,.464,.450,.014,9.82,10.40,-0.58
Vazquez, Felipe,553878,2019,236,129,.197,.207,-.010,.317,.344,-.027,.247,.262,-.015,1.65,2.97,-1.32
Chapman, Aroldis,547973,2019,235,123,.185,.196,-.011,.263,.283,-.020,.242,.260,-.018,2.21,2.93,-0.72
Banuelos, Manny,544365,2019,235,157,.303,.282,.021,.530,.491,.039,.388,.367,.021,6.93,6.20,0.73
Alexander, Tyler,641302,2019,235,179,.302,.272,.030,.507,.483,.024,.347,.327,.020,4.86,4.76,0.10
Herrera, Kelvin,516969,2019,235,158,.288,.275,.013,.462,.438,.024,.339,.327,.012,6.14,4.76,1.38
Burnes, Corbin,669203,2019,235,145,.330,.272,.058,.623,.503,.120,.417,.352,.065,8.82,5.62,3.20
Bleier, Richard,542947,2019,235,193,.295,.257,.038,.473,.385,.088,.333,.287,.046,5.37,3.59,1.78
Swarzak, Anthony,461872,2019,234,155,.251,.250,.001,.454,.450,.004,.332,.329,.003,4.56,4.82,-0.26
Hirano, Yoshihisa,673633,2019,233,147,.249,.217,.032,.395,.383,.012,.308,.296,.012,4.75,3.83,0.92
Wittgren, Nick,621295,2019,232,156,.218,.256,-.038,.407,.464,-.057,.285,.323,-.038,2.81,4.63,-1.82
Cole, Taylor,518566,2019,231,155,.286,.281,.005,.399,.379,.020,.325,.317,.008,5.92,4.44,1.48
Watson, Tony,453265,2019,231,173,.264,.265,-.001,.439,.445,-.006,.320,.324,-.004,4.17,4.66,-0.49
Glasnow, Tyler,607192,2019,230,140,.186,.179,.007,.274,.294,-.020,.222,.230,-.008,1.78,2.29,-0.51
Roe, Chaz,475054,2019,229,131,.251,.233,.018,.349,.342,.007,.310,.304,.006,4.06,4.05,0.01
Harris, Will,501789,2019,229,153,.196,.221,-.025,.294,.362,-.068,.235,.269,-.034,1.50,3.14,-1.64
Kolarek, Adam,592473,2019,229,165,.229,.244,-.015,.376,.376,.000,.281,.288,-.007,3.27,3.61,-0.34
Magill, Matt,543483,2019,229,143,.251,.258,-.007,.438,.445,-.007,.316,.323,-.007,4.09,4.63,-0.54
Mayza, Tim,641835,2019,227,143,.231,.251,-.020,.421,.434,-.013,.313,.329,-.016,4.91,4.82,0.09
Civale, Aaron,650644,2019,227,164,.216,.237,-.021,.368,.347,.021,.269,.278,-.009,2.34,3.36,-1.02
Kintzler, Brandon,445213,2019,227,162,.215,.236,-.021,.359,.387,-.028,.265,.286,-.021,2.68,3.56,-0.88
Keller, Mitch,656605,2019,227,145,.348,.265,.083,.546,.411,.135,.392,.314,.078,7.13,4.35,2.78
Kelly, Joe,523260,2019,226,139,.244,.216,.028,.383,.350,.033,.306,.282,.024,4.56,3.46,1.10
Crick, Kyle,605195,2019,226,123,.224,.196,.028,.432,.353,.079,.345,.313,.032,4.96,4.32,0.64
Chafin, Andrew,605177,2019,225,137,.257,.249,.008,.366,.397,-.031,.301,.309,-.008,3.76,4.20,-0.44
Jeffress, Jeremy,502026,2019,225,157,.269,.272,-.003,.393,.436,-.043,.319,.335,-.016,5.02,5.02,0.00
Harper, Ryne,607560,2019,225,163,.257,.265,-.008,.419,.454,-.035,.297,.319,-.022,3.81,4.50,-0.69
Wisler, Matt,605538,2019,224,145,.272,.244,.028,.490,.401,.089,.339,.301,.038,5.61,3.97,1.64
Oberg, Scott,623184,2019,223,142,.196,.227,-.031,.291,.366,-.075,.249,.291,-.042,2.25,3.69,-1.44
Kinley, Tyler,641755,2019,221,138,.238,.238,.000,.359,.373,-.014,.318,.324,-.006,3.65,4.66,-1.01
Webb, Tyler,643778,2019,221,148,.172,.214,-.042,.328,.369,-.041,.252,.286,-.034,3.76,3.56,0.20
Miller, Shelby,571946,2019,220,157,.317,.280,.037,.497,.484,.013,.384,.375,.009,8.59,6.53,2.06
Drake, Oliver,543118,2019,219,129,.181,.210,-.029,.357,.365,-.008,.261,.278,-.017,3.21,3.36,-0.15
Wingenter, Trey,622259,2019,218,113,.187,.196,-.009,.324,.328,-.004,.282,.295,-.013,5.65,3.80,1.85
Nicasio, Juan,504379,2019,217,149,.298,.289,.009,.440,.442,-.002,.339,.342,-.003,4.75,5.26,-0.51
Anderson, Justin,605121,2019,217,124,.232,.215,.017,.431,.361,.070,.333,.313,.020,5.55,4.32,1.23
Elias, Roenis,606273,2019,216,150,.236,.257,-.021,.426,.464,-.038,.307,.333,-.026,3.96,4.96,-1.00
Guerrero, Tayron,594027,2019,216,131,.246,.246,.000,.415,.453,-.038,.352,.366,-.014,6.26,6.16,0.10
Martin, Chris,455119,2019,216,146,.249,.249,.000,.411,.429,-.018,.281,.291,-.010,3.40,3.69,-0.29
McKay, Brendan,656713,2019,216,144,.268,.261,.007,.475,.452,.023,.333,.322,.011,5.14,4.60,0.54
Rainey, Tanner,663432,2019,214,98,.188,.194,-.006,.347,.345,.002,.310,.314,-.004,3.91,4.35,-0.44
Gott, Trevor,641627,2019,214,138,.216,.234,-.018,.316,.406,-.090,.261,.305,-.044,4.44,4.08,0.36
Pressly, Ryan,519151,2019,211,126,.188,.213,-.025,.310,.332,-.022,.233,.254,-.021,2.32,2.79,-0.47
Kittredge, Andrew,552640,2019,210,138,.263,.224,.039,.407,.369,.038,.305,.280,.025,4.17,3.41,0.76
Rodney, Fernando,407845,2019,210,133,.269,.233,.036,.396,.372,.024,.332,.308,.024,5.66,4.17,1.49
Morin, Mike,573046,2019,210,170,.238,.269,-.031,.383,.443,-.060,.287,.323,-.036,4.62,4.63,-0.01
Marshall, Evan,605359,2019,209,144,.228,.235,-.007,.353,.379,-.026,.289,.302,-.013,2.49,4.00,-1.51
Allard, Kolby,663465,2019,208,153,.281,.290,-.009,.389,.407,-.018,.322,.333,-.011,4.96,4.96,0.00
Giles, Ken,571704,2019,208,108,.188,.185,.003,.319,.318,.001,.247,.246,.001,1.87,2.62,-0.75
Poche, Colin,621363,2019,207,111,.181,.170,.011,.374,.334,.040,.279,.261,.018,4.70,2.95,1.75
Garcia, Jarlin,606424,2019,206,149,.216,.247,-.031,.319,.405,-.086,.259,.308,-.049,3.02,4.17,-1.15
Grace, Matt,594840,2019,206,159,.319,.313,.006,.560,.563,-.003,.379,.379,.000,6.36,6.70,-0.34
Davis, Wade,451584,2019,206,133,.291,.269,.022,.474,.452,.022,.374,.359,.015,8.65,5.89,2.76
Kelley, Shawn,518875,2019,205,149,.291,.283,.008,.550,.554,-.004,.362,.363,-.001,4.94,6.04,-1.10
Suarez, Ranger,624133,2019,205,150,.278,.264,.014,.417,.404,.013,.310,.300,.010,3.14,3.94,-0.80
Ferguson, Caleb,657571,2019,204,117,.234,.253,-.019,.419,.412,.007,.331,.338,-.007,4.84,5.12,-0.28
Rodriguez, Jefry,622446,2019,203,149,.270,.258,.012,.427,.453,-.026,.325,.337,-.012,4.63,5.09,-0.46
Ponce de Leon, Daniel,594965,2019,203,123,.207,.210,-.003,.351,.352,-.001,.287,.290,-.003,3.70,3.67,0.03
Smeltzer, Devin,656970,2019,202,151,.265,.279,-.014,.466,.486,-.020,.326,.342,-.016,3.86,5.26,-1.40
Richard, Clayton,453385,2019,201,157,.298,.295,.003,.522,.501,.021,.376,.376,.000,5.96,6.57,-0.61
Floro, Dylan,571670,2019,201,143,.253,.252,.001,.374,.382,-.008,.285,.289,-.004,4.24,3.64,0.60
Martinez, Carlos,593372,2019,200,126,.220,.228,-.008,.288,.352,-.064,.263,.289,-.026,3.17,3.64,-0.47
Bard, Luke,572703,2019,199,141,.228,.259,-.031,.394,.430,-.036,.294,.318,-.024,4.78,4.47,0.31
Hernandez, David,456696,2019,199,124,.306,.256,.050,.538,.418,.120,.376,.318,.058,8.02,4.47,3.55
Brice, Austin,592169,2019,199,128,.214,.217,-.003,.364,.350,.014,.292,.293,-.001,3.43,3.75,-0.32
Toussaint, Touki,657053,2019,198,120,.270,.224,.046,.417,.375,.042,.352,.320,.032,5.62,4.53,1.09
Buchter, Ryan,488748,2019,198,123,.251,.270,-.019,.455,.472,-.017,.334,.349,-.015,2.98,5.51,-2.53
Ruiz, Jose,614179,2019,198,136,.335,.275,.060,.503,.456,.047,.390,.351,.039,5.63,5.59,0.04
Carpenter, Ryan,543001,2019,197,157,.339,.319,.020,.628,.552,.076,.415,.384,.031,9.30,6.91,2.39
Wood, Hunter,621056,2019,195,142,.256,.247,.009,.417,.392,.025,.303,.293,.010,2.98,3.75,-0.77
Taylor, Josh,657031,2019,195,114,.229,.224,.005,.343,.352,-.009,.280,.285,-.005,3.04,3.54,-0.50
Brennan, Brandon,592165,2019,195,125,.201,.219,-.018,.355,.368,-.013,.272,.287,-.015,4.56,3.59,0.97
Sadler, Casey,594987,2019,194,146,.236,.247,-.011,.362,.373,-.011,.284,.295,-.011,2.14,3.80,-1.66
Vincent, Nick,543883,2019,194,131,.267,.258,.009,.460,.448,.012,.324,.322,.002,4.43,4.60,-0.17
Yacabonis, Jimmy,642231,2019,193,134,.307,.289,.018,.554,.538,.016,.398,.386,.012,6.80,7.00,-0.20
Johnson, Brian,598271,2019,193,139,.315,.262,.053,.536,.463,.073,.388,.341,.047,6.02,5.23,0.79
Pruitt, Austin,643493,2019,193,142,.266,.258,.008,.452,.415,.037,.314,.302,.012,4.40,4.00,0.40
Bass, Anthony,542914,2019,189,128,.179,.245,-.066,.304,.379,-.075,.241,.305,-.064,3.56,4.08,-0.52
Kline, Branden,571858,2019,183,128,.275,.300,-.025,.506,.526,-.020,.360,.385,-.025,5.93,6.96,-1.03
Hellickson, Jeremy,476451,2019,183,132,.294,.302,-.008,.525,.539,-.014,.375,.385,-.010,6.23,6.96,-0.73
Alcantara, Victor,622505,2019,182,141,.276,.297,-.021,.485,.531,-.046,.348,.376,-.028,4.85,6.57,-1.72
Hardy, Blaine,543278,2019,182,140,.232,.247,-.015,.470,.474,-.004,.308,.331,-.023,4.47,4.89,-0.42
Shafer, Justin,596101,2019,182,117,.265,.232,.033,.484,.403,.081,.355,.314,.041,3.86,4.35,-0.49
Weber, Ryan,543901,2019,181,141,.284,.261,.023,.462,.413,.049,.333,.306,.027,5.09,4.11,0.98
Irvin, Cole,608344,2019,181,134,.278,.297,-.019,.457,.519,-.062,.334,.363,-.029,5.83,6.04,-0.21
Holder, Jonathan,656547,2019,181,122,.256,.235,.021,.452,.411,.041,.319,.294,.025,6.31,3.78,2.53
McGee, Jake,459429,2019,180,131,.288,.259,.029,.564,.485,.079,.368,.338,.030,4.35,5.12,-0.77
Leone, Dominic,608678,2019,180,112,.250,.266,-.016,.481,.537,-.056,.342,.368,-.026,5.53,6.24,-0.71
Strop, Pedro,467008,2019,178,104,.217,.202,.015,.408,.381,.027,.314,.301,.013,4.97,3.97,1.00
Sims, Lucas,608371,2019,177,99,.201,.179,.022,.416,.348,.068,.302,.271,.031,4.60,3.18,1.42
Peralta, Wily,503449,2019,176,131,.296,.286,.010,.487,.526,-.039,.364,.379,-.015,5.80,6.70,-0.90
Voth, Austin,608723,2019,174,114,.213,.214,-.001,.394,.364,.030,.282,.276,.006,3.30,3.31,-0.01
Webb, Logan,657277,2019,174,122,.278,.301,-.023,.456,.467,-.011,.336,.355,-.019,5.22,5.74,-0.52
Hembree, Heath,592390,2019,173,106,.224,.217,.007,.454,.440,.014,.322,.316,.006,3.86,4.41,-0.55
Perez, Oliver,424144,2019,173,110,.242,.213,.029,.427,.338,.089,.306,.265,.041,3.98,3.04,0.94
Goody, Nick,580792,2019,172,101,.201,.178,.023,.389,.294,.095,.291,.253,.038,3.54,2.77,0.77
